number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,state
0,0.75,2023-01-31 21:03:01.511276,2023-01-31 21:03:04.555239,0 days 00:00:03.043963,0.010931525679534234,0.06401705335930796,COMPLETE
1,0.4666666666666667,2023-01-31 21:03:04.555575,2023-01-31 21:03:04.579574,0 days 00:00:00.023999,0.010073680212133264,0.716073524100167,COMPLETE
2,0.75,2023-01-31 21:03:04.579773,2023-01-31 21:03:04.609335,0 days 00:00:00.029562,0.010306335147723524,0.12468798413881865,COMPLETE
3,0.7666666666666667,2023-01-31 21:03:04.609556,2023-01-31 21:03:04.692200,0 days 00:00:00.082644,0.46561750666216817,0.47133400495962496,COMPLETE
4,0.85,2023-01-31 21:03:04.692394,2023-01-31 21:03:04.981924,0 days 00:00:00.289530,0.1600591003545177,0.9169839791507457,COMPLETE
5,0.8166666666666668,2023-01-31 21:03:04.982092,2023-01-31 21:03:05.030417,0 days 00:00:00.048325,0.06889168125783995,0.35420151570933056,COMPLETE
6,0.7666666666666667,2023-01-31 21:03:05.030607,2023-01-31 21:03:05.357738,0 days 00:00:00.327131,0.8264201261565338,0.2302370674493167,COMPLETE
7,0.7833333333333333,2023-01-31 21:03:05.357945,2023-01-31 21:03:05.448812,0 days 00:00:00.090867,0.6867973140060212,0.8249522435254915,COMPLETE
8,0.7666666666666667,2023-01-31 21:03:05.448988,2023-01-31 21:03:05.527174,0 days 00:00:00.078186,0.3427212892149659,0.4379016328505587,COMPLETE
9,0.7833333333333333,2023-01-31 21:03:05.527359,2023-01-31 21:03:05.566377,0 days 00:00:00.039018,0.03009602134550326,0.30743732593819373,COMPLETE
10,0.85,2023-01-31 21:03:05.566567,2023-01-31 21:03:05.636311,0 days 00:00:00.069744,0.19147047753013272,0.9969196833303322,COMPLETE
11,0.85,2023-01-31 21:03:05.636576,2023-01-31 21:03:05.707258,0 days 00:00:00.070682,0.19061856097995677,0.9902156044463047,COMPLETE
12,0.85,2023-01-31 21:03:05.707497,2023-01-31 21:03:06.017350,0 days 00:00:00.309853,0.17982609394808793,0.9846839427246105,COMPLETE
13,0.8166666666666668,2023-01-31 21:03:06.017614,2023-01-31 21:03:06.075565,0 days 00:00:00.057951,0.1007975763208453,0.6851084809515406,COMPLETE
14,0.8166666666666668,2023-01-31 21:03:06.075749,2023-01-31 21:03:06.155449,0 days 00:00:00.079700,0.24738258504021682,0.8564086053892834,COMPLETE
15,0.8333333333333334,2023-01-31 21:03:06.155655,2023-01-31 21:03:06.215270,0 days 00:00:00.059615,0.11385653551812655,0.6166125241540472,COMPLETE
16,0.7833333333333334,2023-01-31 21:03:06.215451,2023-01-31 21:03:06.309062,0 days 00:00:00.093611,0.4197859765213332,0.869544791763694,COMPLETE
17,0.8,2023-01-31 21:03:06.309255,2023-01-31 21:03:06.359242,0 days 00:00:00.049987,0.06444278452884211,0.5667509334229451,COMPLETE
18,0.8333333333333334,2023-01-31 21:03:06.359435,2023-01-31 21:03:06.420200,0 days 00:00:00.060765,0.15235510412748238,0.9929661948960463,COMPLETE
19,0.8,2023-01-31 21:03:06.420378,2023-01-31 21:03:06.500030,0 days 00:00:00.079652,0.27460131728262854,0.762733208121222,COMPLETE
20,0.7833333333333334,2023-01-31 21:03:06.500232,2023-01-31 21:03:06.586252,0 days 00:00:00.086020,0.4944625317625803,0.9152112945552815,COMPLETE
21,0.8333333333333333,2023-01-31 21:03:06.586437,2023-01-31 21:03:06.664846,0 days 00:00:00.078409,0.2320281834032448,0.9973950343121267,COMPLETE
22,0.8333333333333334,2023-01-31 21:03:06.665044,2023-01-31 21:03:06.745900,0 days 00:00:00.080856,0.15919286445414088,0.801551938157949,COMPLETE
23,0.8333333333333333,2023-01-31 21:03:06.746079,2023-01-31 21:03:06.821160,0 days 00:00:00.075081,0.2328576263657457,0.9093998649088733,COMPLETE
24,0.8166666666666668,2023-01-31 21:03:06.821362,2023-01-31 21:03:06.879499,0 days 00:00:00.058137,0.13295301830515113,0.9273578240452602,COMPLETE
25,0.8,2023-01-31 21:03:06.879697,2023-01-31 21:03:06.958871,0 days 00:00:00.079174,0.30126326282625476,0.7597977089158419,COMPLETE
26,0.7666666666666667,2023-01-31 21:03:06.959069,2023-01-31 21:03:07.004970,0 days 00:00:00.045901,0.07541592212820708,0.8517789174383066,COMPLETE
27,0.85,2023-01-31 21:03:07.005156,2023-01-31 21:03:07.072160,0 days 00:00:00.067004,0.1828217703763315,0.9576299815957806,COMPLETE
28,0.8,2023-01-31 21:03:07.072376,2023-01-31 21:03:07.126328,0 days 00:00:00.053952,0.09898530059061827,0.8973093808565172,COMPLETE
29,0.7666666666666667,2023-01-31 21:03:07.126522,2023-01-31 21:03:07.166247,0 days 00:00:00.039725,0.05115931427582747,0.8227267002744192,COMPLETE
