number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
0,0.75,2023-02-01 00:09:51.727718,2023-02-01 00:09:52.938334,0 days 00:00:01.210616,10,5,63,COMPLETE
1,0.75,2023-02-01 00:09:52.938526,2023-02-01 00:09:53.943176,0 days 00:00:01.004650,17,5,82,COMPLETE
2,0.75,2023-02-01 00:09:53.943376,2023-02-01 00:09:55.022683,0 days 00:00:01.079307,8,4,66,COMPLETE
3,0.75,2023-02-01 00:09:55.022905,2023-02-01 00:09:56.072926,0 days 00:00:01.050021,13,4,24,COMPLETE
4,0.75,2023-02-01 00:09:56.073145,2023-02-01 00:09:57.012950,0 days 00:00:00.939805,5,5,39,COMPLETE
5,0.75,2023-02-01 00:09:57.013148,2023-02-01 00:09:58.053624,0 days 00:00:01.040476,10,4,29,COMPLETE
6,0.7166666666666667,2023-02-01 00:09:58.053837,2023-02-01 00:09:59.272441,0 days 00:00:01.218604,18,3,46,COMPLETE
7,0.7666666666666667,2023-02-01 00:09:59.272651,2023-02-01 00:10:00.841848,0 days 00:00:01.569197,12,2,31,COMPLETE
8,0.7500000000000001,2023-02-01 00:10:00.842055,2023-02-01 00:10:01.591507,0 days 00:00:00.749452,3,3,63,COMPLETE
9,0.7666666666666667,2023-02-01 00:10:01.591690,2023-02-01 00:10:03.140453,0 days 00:00:01.548763,8,2,21,COMPLETE
10,0.7666666666666667,2023-02-01 00:10:03.140652,2023-02-01 00:10:04.786134,0 days 00:00:01.645482,14,2,99,COMPLETE
11,0.7666666666666667,2023-02-01 00:10:04.786330,2023-02-01 00:10:06.235971,0 days 00:00:01.449641,7,2,22,COMPLETE
12,0.7666666666666667,2023-02-01 00:10:06.236178,2023-02-01 00:10:07.565703,0 days 00:00:01.329525,14,2,15,COMPLETE
13,0.7166666666666667,2023-02-01 00:10:07.565921,2023-02-01 00:10:08.819412,0 days 00:00:01.253491,11,3,40,COMPLETE
14,0.7666666666666667,2023-02-01 00:10:08.819611,2023-02-01 00:10:10.306410,0 days 00:00:01.486799,7,2,48,COMPLETE
15,0.7166666666666667,2023-02-01 00:10:10.306606,2023-02-01 00:10:11.520410,0 days 00:00:01.213804,16,3,31,COMPLETE
16,0.7666666666666667,2023-02-01 00:10:11.520623,2023-02-01 00:10:12.982872,0 days 00:00:01.462249,9,2,16,COMPLETE
17,0.7666666666666667,2023-02-01 00:10:12.983087,2023-02-01 00:10:14.623167,0 days 00:00:01.640080,20,2,35,COMPLETE
18,0.7166666666666667,2023-02-01 00:10:14.623385,2023-02-01 00:10:15.876149,0 days 00:00:01.252764,12,3,53,COMPLETE
19,0.7833333333333334,2023-02-01 00:10:15.876368,2023-02-01 00:10:17.202301,0 days 00:00:01.325933,6,2,75,COMPLETE
20,0.7500000000000001,2023-02-01 00:10:17.202516,2023-02-01 00:10:17.961006,0 days 00:00:00.758490,3,3,78,COMPLETE
21,0.7666666666666667,2023-02-01 00:10:17.961189,2023-02-01 00:10:19.105340,0 days 00:00:01.144151,5,2,78,COMPLETE
22,0.7833333333333334,2023-02-01 00:10:19.105549,2023-02-01 00:10:20.468766,0 days 00:00:01.363217,6,2,69,COMPLETE
23,0.7666666666666667,2023-02-01 00:10:20.468980,2023-02-01 00:10:21.572266,0 days 00:00:01.103286,5,2,71,COMPLETE
24,0.7833333333333334,2023-02-01 00:10:21.572480,2023-02-01 00:10:22.866226,0 days 00:00:01.293746,6,2,94,COMPLETE
25,0.7166666666666667,2023-02-01 00:10:22.866419,2023-02-01 00:10:24.027311,0 days 00:00:01.160892,6,3,94,COMPLETE
26,0.7666666666666667,2023-02-01 00:10:24.027528,2023-02-01 00:10:24.941892,0 days 00:00:00.914364,4,2,89,COMPLETE
27,0.7166666666666667,2023-02-01 00:10:24.942074,2023-02-01 00:10:26.148203,0 days 00:00:01.206129,7,3,86,COMPLETE
28,0.7833333333333334,2023-02-01 00:10:26.148412,2023-02-01 00:10:27.440291,0 days 00:00:01.291879,6,2,75,COMPLETE
29,0.75,2023-02-01 00:10:27.440481,2023-02-01 00:10:28.507919,0 days 00:00:01.067438,10,4,61,COMPLETE
30,0.7666666666666667,2023-02-01 00:10:28.508123,2023-02-01 00:10:30.060387,0 days 00:00:01.552264,9,2,70,COMPLETE
31,0.7833333333333334,2023-02-01 00:10:30.060577,2023-02-01 00:10:31.504712,0 days 00:00:01.444135,6,2,73,COMPLETE
32,0.7666666666666667,2023-02-01 00:10:31.504911,2023-02-01 00:10:32.478820,0 days 00:00:00.973909,4,2,81,COMPLETE
