number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
33,0.7833333333333334,2023-02-01 00:10:32.479035,2023-02-01 00:10:33.805608,0 days 00:00:01.326573,6,2,57,COMPLETE
34,0.75,2023-02-01 00:10:33.805805,2023-02-01 00:10:34.786424,0 days 00:00:00.980619,8,5,88,COMPLETE
35,0.7666666666666667,2023-02-01 00:10:34.786635,2023-02-01 00:10:35.726969,0 days 00:00:00.940334,4,2,99,COMPLETE
36,0.7166666666666667,2023-02-01 00:10:35.727178,2023-02-01 00:10:37.020914,0 days 00:00:01.293736,8,3,67,COMPLETE
37,0.75,2023-02-01 00:10:37.021124,2023-02-01 00:10:38.124930,0 days 00:00:01.103806,6,4,75,COMPLETE
38,0.7666666666666667,2023-02-01 00:10:38.125133,2023-02-01 00:10:39.731241,0 days 00:00:01.606108,9,2,84,COMPLETE
39,0.7333333333333334,2023-02-01 00:10:39.731452,2023-02-01 00:10:40.791147,0 days 00:00:01.059695,5,3,92,COMPLETE
40,0.7500000000000001,2023-02-01 00:10:40.791375,2023-02-01 00:10:41.516398,0 days 00:00:00.725023,3,2,67,COMPLETE
41,0.7833333333333334,2023-02-01 00:10:41.516617,2023-02-01 00:10:42.972983,0 days 00:00:01.456366,6,2,74,COMPLETE
42,0.7666666666666667,2023-02-01 00:10:42.973198,2023-02-01 00:10:44.532158,0 days 00:00:01.558960,7,2,80,COMPLETE
43,0.7666666666666667,2023-02-01 00:10:44.532381,2023-02-01 00:10:45.491488,0 days 00:00:00.959107,4,2,62,COMPLETE
44,0.7666666666666667,2023-02-01 00:10:45.491696,2023-02-01 00:10:46.629926,0 days 00:00:01.138230,5,2,72,COMPLETE
45,0.7666666666666667,2023-02-01 00:10:46.630142,2023-02-01 00:10:48.220626,0 days 00:00:01.590484,8,2,57,COMPLETE
46,0.7833333333333334,2023-02-01 00:10:48.220818,2023-02-01 00:10:49.615633,0 days 00:00:01.394815,6,2,94,COMPLETE
47,0.7666666666666667,2023-02-01 00:10:49.615859,2023-02-01 00:10:51.187700,0 days 00:00:01.571841,11,2,75,COMPLETE
48,0.75,2023-02-01 00:10:51.187920,2023-02-01 00:10:52.238622,0 days 00:00:01.050702,7,5,65,COMPLETE
49,0.7166666666666667,2023-02-01 00:10:52.238826,2023-02-01 00:10:53.497401,0 days 00:00:01.258575,10,3,84,COMPLETE
