number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
18,0.8666666666666666,2023-02-01 00:05:59.281888,2023-02-01 00:06:00.201487,0 days 00:00:00.919599,7,5,87,COMPLETE
19,0.8166666666666668,2023-02-01 00:06:00.201691,2023-02-01 00:06:00.892962,0 days 00:00:00.691271,3,5,39,COMPLETE
20,0.8666666666666666,2023-02-01 00:06:00.893170,2023-02-01 00:06:01.825888,0 days 00:00:00.932718,10,5,62,COMPLETE
21,0.8666666666666666,2023-02-01 00:06:01.826094,2023-02-01 00:06:02.754398,0 days 00:00:00.928304,14,5,100,COMPLETE
22,0.8666666666666666,2023-02-01 00:06:02.754614,2023-02-01 00:06:03.680140,0 days 00:00:00.925526,13,5,90,COMPLETE
23,0.8666666666666666,2023-02-01 00:06:03.680341,2023-02-01 00:06:04.597128,0 days 00:00:00.916787,17,5,93,COMPLETE
24,0.85,2023-02-01 00:06:04.597336,2023-02-01 00:06:05.597796,0 days 00:00:01.000460,10,4,78,COMPLETE
25,0.8666666666666666,2023-02-01 00:06:05.598025,2023-02-01 00:06:06.502761,0 days 00:00:00.904736,13,5,48,COMPLETE
26,0.85,2023-02-01 00:06:06.502966,2023-02-01 00:06:07.597729,0 days 00:00:01.094763,16,4,82,COMPLETE
27,0.8666666666666666,2023-02-01 00:06:07.597923,2023-02-01 00:06:08.518426,0 days 00:00:00.920503,11,5,95,COMPLETE
28,0.8333333333333334,2023-02-01 00:06:08.518610,2023-02-01 00:06:09.843868,0 days 00:00:01.325258,8,3,64,COMPLETE
29,0.8666666666666666,2023-02-01 00:06:09.844114,2023-02-01 00:06:10.788392,0 days 00:00:00.944278,18,5,25,COMPLETE
30,0.85,2023-02-01 00:06:10.788594,2023-02-01 00:06:11.792885,0 days 00:00:01.004291,14,4,84,COMPLETE
31,0.8666666666666666,2023-02-01 00:06:11.793111,2023-02-01 00:06:12.705638,0 days 00:00:00.912527,15,5,99,COMPLETE
32,0.8666666666666666,2023-02-01 00:06:12.705837,2023-02-01 00:06:13.622950,0 days 00:00:00.917113,15,5,95,COMPLETE
33,0.8666666666666666,2023-02-01 00:06:13.623147,2023-02-01 00:06:14.552878,0 days 00:00:00.929731,13,5,77,COMPLETE
34,0.85,2023-02-01 00:06:14.553075,2023-02-01 00:06:15.760643,0 days 00:00:01.207568,18,4,99,COMPLETE
35,0.8666666666666666,2023-02-01 00:06:15.760844,2023-02-01 00:06:16.711810,0 days 00:00:00.950966,16,5,74,COMPLETE
36,0.85,2023-02-01 00:06:16.712022,2023-02-01 00:06:17.714469,0 days 00:00:01.002447,11,4,93,COMPLETE
37,0.8666666666666666,2023-02-01 00:06:17.714666,2023-02-01 00:06:18.575852,0 days 00:00:00.861186,5,5,84,COMPLETE
38,0.85,2023-02-01 00:06:18.576063,2023-02-01 00:06:19.574519,0 days 00:00:00.998456,12,4,50,COMPLETE
39,0.8666666666666666,2023-02-01 00:06:19.574720,2023-02-01 00:06:20.466650,0 days 00:00:00.891930,19,5,67,COMPLETE
40,0.8333333333333334,2023-02-01 00:06:20.466871,2023-02-01 00:06:21.662805,0 days 00:00:01.195934,9,3,41,COMPLETE
41,0.8666666666666666,2023-02-01 00:06:21.663013,2023-02-01 00:06:22.621711,0 days 00:00:00.958698,14,5,32,COMPLETE
42,0.8666666666666666,2023-02-01 00:06:22.621930,2023-02-01 00:06:23.571139,0 days 00:00:00.949209,15,5,17,COMPLETE
43,0.8666666666666666,2023-02-01 00:06:23.571356,2023-02-01 00:06:24.462554,0 days 00:00:00.891198,13,5,19,COMPLETE
44,0.8666666666666666,2023-02-01 00:06:24.462752,2023-02-01 00:06:25.365911,0 days 00:00:00.903159,17,5,29,COMPLETE
45,0.85,2023-02-01 00:06:25.366121,2023-02-01 00:06:26.361697,0 days 00:00:00.995576,14,4,90,COMPLETE
46,0.8333333333333334,2023-02-01 00:06:26.361908,2023-02-01 00:06:27.902375,0 days 00:00:01.540467,12,2,23,COMPLETE
47,0.8666666666666666,2023-02-01 00:06:27.902582,2023-02-01 00:06:28.803473,0 days 00:00:00.900891,15,5,36,COMPLETE
48,0.85,2023-02-01 00:06:28.803691,2023-02-01 00:06:29.581053,0 days 00:00:00.777362,4,5,72,COMPLETE
49,0.85,2023-02-01 00:06:29.581258,2023-02-01 00:06:30.596106,0 days 00:00:01.014848,17,4,55,COMPLETE
