number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
0,0.8333333333333334,2023-02-01 00:05:38.450656,2023-02-01 00:05:39.892966,0 days 00:00:01.442310,20,3,27,COMPLETE
1,0.85,2023-02-01 00:05:39.893183,2023-02-01 00:05:40.910902,0 days 00:00:01.017719,8,4,78,COMPLETE
2,0.85,2023-02-01 00:05:40.911107,2023-02-01 00:05:41.884243,0 days 00:00:00.973136,18,4,78,COMPLETE
3,0.85,2023-02-01 00:05:41.884461,2023-02-01 00:05:42.842417,0 days 00:00:00.957956,12,4,46,COMPLETE
4,0.85,2023-02-01 00:05:42.842633,2023-02-01 00:05:43.718661,0 days 00:00:00.876028,5,4,70,COMPLETE
5,0.8333333333333334,2023-02-01 00:05:43.718874,2023-02-01 00:05:44.878320,0 days 00:00:01.159446,10,3,68,COMPLETE
6,0.8166666666666668,2023-02-01 00:05:44.878530,2023-02-01 00:05:45.521438,0 days 00:00:00.642908,3,4,41,COMPLETE
7,0.85,2023-02-01 00:05:45.521662,2023-02-01 00:05:46.460037,0 days 00:00:00.938375,6,4,70,COMPLETE
8,0.8666666666666666,2023-02-01 00:05:46.460245,2023-02-01 00:05:47.411436,0 days 00:00:00.951191,7,5,54,COMPLETE
9,0.8333333333333334,2023-02-01 00:05:47.411637,2023-02-01 00:05:48.586748,0 days 00:00:01.175111,20,3,33,COMPLETE
10,0.8666666666666666,2023-02-01 00:05:48.586960,2023-02-01 00:05:49.544099,0 days 00:00:00.957139,13,5,93,COMPLETE
11,0.8666666666666666,2023-02-01 00:05:49.544296,2023-02-01 00:05:51.046599,0 days 00:00:01.502303,14,5,96,COMPLETE
12,0.8666666666666666,2023-02-01 00:05:51.049283,2023-02-01 00:05:52.579775,0 days 00:00:01.530492,15,5,100,COMPLETE
13,0.8333333333333334,2023-02-01 00:05:52.579980,2023-02-01 00:05:54.379528,0 days 00:00:01.799548,10,2,54,COMPLETE
14,0.8666666666666666,2023-02-01 00:05:54.379765,2023-02-01 00:05:55.588384,0 days 00:00:01.208619,14,5,20,COMPLETE
15,0.8666666666666666,2023-02-01 00:05:55.588584,2023-02-01 00:05:56.554168,0 days 00:00:00.965584,8,5,88,COMPLETE
16,0.8666666666666666,2023-02-01 00:05:56.554376,2023-02-01 00:05:57.591293,0 days 00:00:01.036917,16,5,59,COMPLETE
17,0.8333333333333334,2023-02-01 00:05:57.591495,2023-02-01 00:05:59.281677,0 days 00:00:01.690182,12,2,54,COMPLETE
