number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
0,0.45,2023-01-31 16:32:23.559550,2023-01-31 16:32:23.838966,0 days 00:00:00.279416,0,2800,10.348250015734475,931,COMPLETE
1,0.45,2023-01-31 16:32:23.839267,2023-01-31 16:32:23.951618,0 days 00:00:00.112351,4,1600,2.1065862586878237,432,COMPLETE
2,0.45,2023-01-31 16:32:23.951844,2023-01-31 16:32:24.053793,0 days 00:00:00.101949,3,7400,13.834752380814095,18,COMPLETE
3,0.45,2023-01-31 16:32:24.053999,2023-01-31 16:32:24.134276,0 days 00:00:00.080277,3,2100,4.615326809267213,482,COMPLETE
4,0.45,2023-01-31 16:32:24.134452,2023-01-31 16:32:24.226249,0 days 00:00:00.091797,4,4800,6.066737599975612,870,COMPLETE
5,0.45,2023-01-31 16:32:24.226419,2023-01-31 16:32:24.307869,0 days 00:00:00.081450,13,6600,1.1290683486236546,924,COMPLETE
6,0.45,2023-01-31 16:32:24.308057,2023-01-31 16:32:24.392722,0 days 00:00:00.084665,11,9900,9.346433713255053,1017,COMPLETE
7,0.45,2023-01-31 16:32:24.392900,2023-01-31 16:32:24.480497,0 days 00:00:00.087597,13,5000,11.199820770019048,1250,COMPLETE
8,0.45,2023-01-31 16:32:24.480688,2023-01-31 16:32:24.563485,0 days 00:00:00.082797,9,4400,9.876128602774436,65,COMPLETE
9,0.45,2023-01-31 16:32:24.563641,2023-01-31 16:32:24.652619,0 days 00:00:00.088978,11,4900,3.318860887600206,1295,COMPLETE
10,0.45,2023-01-31 16:32:24.652815,2023-01-31 16:32:24.740439,0 days 00:00:00.087624,-1,700,7.222432224609874,1498,COMPLETE
11,0.45,2023-01-31 16:32:24.740615,2023-01-31 16:32:24.830173,0 days 00:00:00.089558,-1,2200,1.0187894611648463,527,COMPLETE
12,0.45,2023-01-31 16:32:24.830338,2023-01-31 16:32:24.918740,0 days 00:00:00.088402,6,2700,3.464857172621614,490,COMPLETE
13,0.45,2023-01-31 16:32:24.918938,2023-01-31 16:32:25.017817,0 days 00:00:00.098879,1,500,7.863056820400615,654,COMPLETE
14,0.45,2023-01-31 16:32:25.018012,2023-01-31 16:32:25.106300,0 days 00:00:00.088288,6,3100,0.2956361370653635,261,COMPLETE
15,0.45,2023-01-31 16:32:25.106477,2023-01-31 16:32:25.193129,0 days 00:00:00.086652,1,1500,12.143084454600672,289,COMPLETE
16,0.45,2023-01-31 16:32:25.193316,2023-01-31 16:32:25.279794,0 days 00:00:00.086478,1,3200,14.68527485155101,760,COMPLETE
17,0.45,2023-01-31 16:32:25.280004,2023-01-31 16:32:25.373080,0 days 00:00:00.093076,8,3800,5.987338571752683,1101,COMPLETE
18,0.45,2023-01-31 16:32:25.373256,2023-01-31 16:32:25.460500,0 days 00:00:00.087244,5,6300,9.070213802210382,692,COMPLETE
19,0.45,2023-01-31 16:32:25.460688,2023-01-31 16:32:25.553946,0 days 00:00:00.093258,2,1300,11.622738437572947,260,COMPLETE
20,0.45,2023-01-31 16:32:25.554131,2023-01-31 16:32:25.649047,0 days 00:00:00.094916,-1,200,2.9434775999738862,376,COMPLETE
21,0.45,2023-01-31 16:32:25.649242,2023-01-31 16:32:25.745963,0 days 00:00:00.096721,3,8400,13.559689854948775,43,COMPLETE
22,0.45,2023-01-31 16:32:25.746153,2023-01-31 16:32:25.853433,0 days 00:00:00.107280,4,6300,12.988344699071332,137,COMPLETE
