number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
44,0.45,2023-01-31 16:32:38.775897,2023-01-31 16:32:38.888570,0 days 00:00:00.112673,9,2400,0.38299798721545386,1238,COMPLETE
45,0.45,2023-01-31 16:32:38.888798,2023-01-31 16:32:38.983881,0 days 00:00:00.095083,7,5000,3.371543942615519,1042,COMPLETE
46,0.45,2023-01-31 16:32:38.984094,2023-01-31 16:32:39.094077,0 days 00:00:00.109983,11,1700,0.043939018156899934,531,COMPLETE
47,0.45,2023-01-31 16:32:39.094290,2023-01-31 16:32:39.197286,0 days 00:00:00.102996,14,800,1.9323385457749742,292,COMPLETE
48,0.45,2023-01-31 16:32:39.197524,2023-01-31 16:32:39.310573,0 days 00:00:00.113049,12,4500,6.087569696760109,391,COMPLETE
49,0.45,2023-01-31 16:32:39.310834,2023-01-31 16:32:39.415975,0 days 00:00:00.105141,3,2300,4.34211527185333,104,COMPLETE
50,0.45,2023-01-31 16:32:39.416209,2023-01-31 16:32:39.527532,0 days 00:00:00.111323,8,4000,1.9886815940323102,796,COMPLETE
51,0.45,2023-01-31 16:32:39.527778,2023-01-31 16:32:39.628401,0 days 00:00:00.100623,5,6100,3.009603664252706,994,COMPLETE
52,0.45,2023-01-31 16:32:39.628631,2023-01-31 16:32:39.730474,0 days 00:00:00.101843,7,8700,1.4832667680979488,633,COMPLETE
53,0.45,2023-01-31 16:32:39.730702,2023-01-31 16:32:39.828478,0 days 00:00:00.097776,6,7600,0.6565161304323418,833,COMPLETE
54,0.45,2023-01-31 16:32:39.828679,2023-01-31 16:32:39.929140,0 days 00:00:00.100461,10,6800,3.591969982669497,1248,COMPLETE
55,0.45,2023-01-31 16:32:39.929341,2023-01-31 16:32:40.035367,0 days 00:00:00.106026,0,5500,2.2404164596395173,1075,COMPLETE
56,0.45,2023-01-31 16:32:40.035584,2023-01-31 16:32:40.137108,0 days 00:00:00.101524,2,1200,4.76485867765578,712,COMPLETE
57,0.45,2023-01-31 16:32:40.137325,2023-01-31 16:32:40.240492,0 days 00:00:00.103167,9,5200,2.6307977191759724,1129,COMPLETE
58,0.45,2023-01-31 16:32:40.240664,2023-01-31 16:32:40.361158,0 days 00:00:00.120494,4,600,1.6002857445482883,1395,COMPLETE
59,0.45,2023-01-31 16:32:40.361403,2023-01-31 16:32:40.486662,0 days 00:00:00.125259,8,1900,5.338995588463095,585,COMPLETE
60,0.45,2023-01-31 16:32:40.486890,2023-01-31 16:32:40.594227,0 days 00:00:00.107337,0,3200,14.054828426005724,452,COMPLETE
61,0.45,2023-01-31 16:32:40.594459,2023-01-31 16:32:40.700200,0 days 00:00:00.105741,3,4800,3.357292936718081,74,COMPLETE
62,0.45,2023-01-31 16:32:40.700423,2023-01-31 16:32:40.811780,0 days 00:00:00.111357,1,10000,11.276058519108643,192,COMPLETE
63,0.45,2023-01-31 16:32:40.812013,2023-01-31 16:32:40.912769,0 days 00:00:00.100756,4,200,13.02580350283177,345,COMPLETE
64,0.45,2023-01-31 16:32:40.912990,2023-01-31 16:32:41.023942,0 days 00:00:00.110952,2,6400,8.046127793724654,928,COMPLETE
65,0.45,2023-01-31 16:32:41.024158,2023-01-31 16:32:41.117814,0 days 00:00:00.093656,5,3600,9.425638882668737,213,COMPLETE
66,0.45,2023-01-31 16:32:41.118015,2023-01-31 16:32:41.220886,0 days 00:00:00.102871,-1,7600,4.170697147238384,1174,COMPLETE
67,0.45,2023-01-31 16:32:41.221078,2023-01-31 16:32:41.324969,0 days 00:00:00.103891,2,5900,2.8981432815670445,24,COMPLETE
68,0.45,2023-01-31 16:32:41.325177,2023-01-31 16:32:41.428354,0 days 00:00:00.103177,7,2700,7.051200657071326,123,COMPLETE
69,0.45,2023-01-31 16:32:41.428556,2023-01-31 16:32:41.531988,0 days 00:00:00.103432,12,3300,2.2558098215882474,1436,COMPLETE
70,0.45,2023-01-31 16:32:41.532177,2023-01-31 16:32:41.635024,0 days 00:00:00.102847,6,3900,3.7558797836784734,1326,COMPLETE
71,0.45,2023-01-31 16:32:41.635218,2023-01-31 16:32:41.734342,0 days 00:00:00.099124,6,4500,1.0690479906696722,264,COMPLETE
72,0.45,2023-01-31 16:32:41.734547,2023-01-31 16:32:41.839514,0 days 00:00:00.104967,8,2200,1.7737545329771351,314,COMPLETE
73,0.45,2023-01-31 16:32:41.839708,2023-01-31 16:32:41.954758,0 days 00:00:00.115050,4,3100,3.1884773111977096,155,COMPLETE
74,0.45,2023-01-31 16:32:41.954965,2023-01-31 16:32:42.057591,0 days 00:00:00.102626,11,1300,5.6981815684562385,91,COMPLETE
75,0.45,2023-01-31 16:32:42.057783,2023-01-31 16:32:42.168516,0 days 00:00:00.110733,3,4300,4.764167654865464,231,COMPLETE
76,0.45,2023-01-31 16:32:42.168719,2023-01-31 16:32:42.272890,0 days 00:00:00.104171,9,6600,2.6082599519890968,1272,COMPLETE
77,0.45,2023-01-31 16:32:42.273071,2023-01-31 16:32:42.387541,0 days 00:00:00.114470,7,1700,3.997795008279442,415,COMPLETE
78,0.45,2023-01-31 16:32:42.387742,2023-01-31 16:32:42.492494,0 days 00:00:00.104752,10,2800,6.159275161173502,523,COMPLETE
79,0.45,2023-01-31 16:32:42.492690,2023-01-31 16:32:42.596311,0 days 00:00:00.103621,1,5200,3.44949633763638,357,COMPLETE
80,0.45,2023-01-31 16:32:42.596541,2023-01-31 16:32:42.693745,0 days 00:00:00.097204,5,9600,4.510516901508417,52,COMPLETE
81,0.45,2023-01-31 16:32:42.693962,2023-01-31 16:32:42.797208,0 days 00:00:00.103246,10,2400,10.197178394011418,479,COMPLETE
82,0.45,2023-01-31 16:32:42.797399,2023-01-31 16:32:42.905107,0 days 00:00:00.107708,9,900,11.791374519507002,287,COMPLETE
83,0.45,2023-01-31 16:32:42.905309,2023-01-31 16:32:43.021184,0 days 00:00:00.115875,6,2000,2.268440982010795,617,COMPLETE
84,0.45,2023-01-31 16:32:43.021384,2023-01-31 16:32:43.151148,0 days 00:00:00.129764,0,3400,1.3539445014757656,553,COMPLETE
85,0.45,2023-01-31 16:32:43.151421,2023-01-31 16:32:43.256680,0 days 00:00:00.105259,11,3700,6.558045153485764,432,COMPLETE
86,0.45,2023-01-31 16:32:43.256922,2023-01-31 16:32:43.366364,0 days 00:00:00.109442,8,2900,2.8604880957069128,328,COMPLETE
87,0.45,2023-01-31 16:32:43.366591,2023-01-31 16:32:43.464792,0 days 00:00:00.098201,10,2600,5.210947823619113,396,COMPLETE
88,0.45,2023-01-31 16:32:43.464968,2023-01-31 16:32:43.569882,0 days 00:00:00.104914,3,1700,10.886705849988019,1499,COMPLETE
89,0.45,2023-01-31 16:32:43.570077,2023-01-31 16:32:43.678501,0 days 00:00:00.108424,8,500,8.937287635109215,164,COMPLETE
90,0.45,2023-01-31 16:32:43.678738,2023-01-31 16:32:43.783055,0 days 00:00:00.104317,1,5800,3.771695550825229,712,COMPLETE
91,0.45,2023-01-31 16:32:43.783284,2023-01-31 16:32:43.886229,0 days 00:00:00.102945,5,6200,1.8709173525269576,472,COMPLETE
92,0.45,2023-01-31 16:32:43.886461,2023-01-31 16:32:43.993161,0 days 00:00:00.106700,2,8200,3.08621457198719,381,COMPLETE
93,0.45,2023-01-31 16:32:43.993393,2023-01-31 16:32:44.100116,0 days 00:00:00.106723,12,5600,2.6415659211742235,885,COMPLETE
94,0.45,2023-01-31 16:32:44.100320,2023-01-31 16:32:44.229885,0 days 00:00:00.129565,3,7100,4.259133541788302,272,COMPLETE
95,0.45,2023-01-31 16:32:44.230135,2023-01-31 16:32:44.344198,0 days 00:00:00.114063,7,5000,2.143079247030946,132,COMPLETE
96,0.45,2023-01-31 16:32:44.344443,2023-01-31 16:32:44.461753,0 days 00:00:00.117310,1,3900,3.2601365139094702,209,COMPLETE
97,0.45,2023-01-31 16:32:44.462004,2023-01-31 16:32:44.565750,0 days 00:00:00.103746,2,4200,12.482052971903776,249,COMPLETE
98,0.45,2023-01-31 16:32:44.565954,2023-01-31 16:32:44.683202,0 days 00:00:00.117248,9,4600,3.585827521024537,379,COMPLETE
99,0.45,2023-01-31 16:32:44.683458,2023-01-31 16:32:44.798239,0 days 00:00:00.114781,4,1000,1.6497727376378108,986,COMPLETE
