number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
40,,2023-01-31 16:28:54.824230,2023-01-31 16:28:54.932390,0 days 00:00:00.108160,8,1000,4.239286294905237,277,FAIL
41,,2023-01-31 16:28:54.932586,2023-01-31 16:28:55.048094,0 days 00:00:00.115508,-1,6800,2.8514930882768352,301,FAIL
42,,2023-01-31 16:28:55.048324,2023-01-31 16:28:55.147147,0 days 00:00:00.098823,4,10000,10.737486251610695,994,FAIL
43,,2023-01-31 16:28:55.147357,2023-01-31 16:28:55.244393,0 days 00:00:00.097036,9,9400,12.187507105269521,466,FAIL
44,,2023-01-31 16:28:55.244603,2023-01-31 16:28:55.340606,0 days 00:00:00.096003,15,5900,2.240836752597893,1016,FAIL
45,,2023-01-31 16:28:55.340813,2023-01-31 16:28:55.437984,0 days 00:00:00.097171,13,8500,14.342264097445417,683,FAIL
46,,2023-01-31 16:28:55.438186,2023-01-31 16:28:55.541043,0 days 00:00:00.102857,6,7900,12.85534532495457,1210,FAIL
47,,2023-01-31 16:28:55.541254,2023-01-31 16:28:55.639125,0 days 00:00:00.097871,11,3700,10.715163555032053,174,FAIL
48,,2023-01-31 16:28:55.639320,2023-01-31 16:28:55.749757,0 days 00:00:00.110437,9,3400,10.624817988672895,1407,FAIL
49,,2023-01-31 16:28:55.749967,2023-01-31 16:28:55.861177,0 days 00:00:00.111210,1,7800,3.2102398662772487,510,FAIL
50,,2023-01-31 16:28:55.861370,2023-01-31 16:28:55.963155,0 days 00:00:00.101785,9,3200,4.342655170560519,1470,FAIL
51,,2023-01-31 16:28:55.963352,2023-01-31 16:28:56.051717,0 days 00:00:00.088365,8,9700,6.331082037318571,964,FAIL
52,,2023-01-31 16:28:56.051925,2023-01-31 16:28:56.143793,0 days 00:00:00.091868,10,7200,8.884957520988934,817,FAIL
53,,2023-01-31 16:28:56.144006,2023-01-31 16:28:56.232440,0 days 00:00:00.088434,0,1800,5.570048557233252,378,FAIL
54,,2023-01-31 16:28:56.232655,2023-01-31 16:28:56.323354,0 days 00:00:00.090699,11,8500,8.33908834851185,1023,FAIL
55,,2023-01-31 16:28:56.323545,2023-01-31 16:28:56.421836,0 days 00:00:00.098291,9,1000,4.411670138123322,604,FAIL
56,,2023-01-31 16:28:56.422052,2023-01-31 16:28:56.511835,0 days 00:00:00.089783,11,5800,14.96736484676465,1150,FAIL
57,,2023-01-31 16:28:56.512048,2023-01-31 16:28:56.610515,0 days 00:00:00.098467,4,7000,12.581185768037502,1013,FAIL
58,,2023-01-31 16:28:56.610723,2023-01-31 16:28:56.709369,0 days 00:00:00.098646,10,4500,5.963956677137224,316,FAIL
59,,2023-01-31 16:28:56.709576,2023-01-31 16:28:56.806343,0 days 00:00:00.096767,-1,5100,0.5285258284036176,1470,FAIL
60,,2023-01-31 16:28:56.806549,2023-01-31 16:28:56.933274,0 days 00:00:00.126725,0,9100,0.3030832473076056,1409,FAIL
61,,2023-01-31 16:28:56.933472,2023-01-31 16:28:57.036829,0 days 00:00:00.103357,5,1500,0.6938039781388405,47,FAIL
62,,2023-01-31 16:28:57.037037,2023-01-31 16:28:57.130125,0 days 00:00:00.093088,0,2800,14.1393056854208,662,FAIL
63,,2023-01-31 16:28:57.130331,2023-01-31 16:28:57.219720,0 days 00:00:00.089389,13,400,14.949422222965866,776,FAIL
64,,2023-01-31 16:28:57.219928,2023-01-31 16:28:57.318115,0 days 00:00:00.098187,0,3300,13.456594831955488,262,FAIL
65,,2023-01-31 16:28:57.318329,2023-01-31 16:28:57.429568,0 days 00:00:00.111239,5,9500,0.7123084342385128,1118,FAIL
66,,2023-01-31 16:28:57.429796,2023-01-31 16:28:57.537409,0 days 00:00:00.107613,2,2200,1.9930481041235582,1326,FAIL
67,,2023-01-31 16:28:57.537620,2023-01-31 16:28:57.645384,0 days 00:00:00.107764,-1,3800,9.410106472472226,1249,FAIL
68,,2023-01-31 16:28:57.645599,2023-01-31 16:28:57.737426,0 days 00:00:00.091827,2,4700,5.283797883743621,95,FAIL
69,,2023-01-31 16:28:57.737636,2023-01-31 16:28:57.828532,0 days 00:00:00.090896,5,2700,3.903373535297546,1497,FAIL
70,,2023-01-31 16:28:57.828731,2023-01-31 16:28:57.918623,0 days 00:00:00.089892,7,9800,4.955670442968829,832,FAIL
71,,2023-01-31 16:28:57.918837,2023-01-31 16:28:58.012618,0 days 00:00:00.093781,0,2900,3.168802206193912,1110,FAIL
72,,2023-01-31 16:28:58.012837,2023-01-31 16:28:58.106238,0 days 00:00:00.093401,9,2600,9.92084954954802,41,FAIL
73,,2023-01-31 16:28:58.106432,2023-01-31 16:28:58.199549,0 days 00:00:00.093117,6,5600,11.966871885917843,358,FAIL
74,,2023-01-31 16:28:58.199745,2023-01-31 16:28:58.299827,0 days 00:00:00.100082,2,7900,11.426669519817176,548,FAIL
75,,2023-01-31 16:28:58.300047,2023-01-31 16:28:58.412754,0 days 00:00:00.112707,15,4300,5.437693390284768,451,FAIL
76,,2023-01-31 16:28:58.412985,2023-01-31 16:28:58.529313,0 days 00:00:00.116328,10,7800,6.516326512766179,666,FAIL
77,,2023-01-31 16:28:58.529533,2023-01-31 16:28:58.639864,0 days 00:00:00.110331,14,4400,6.772044833625989,211,FAIL
78,,2023-01-31 16:28:58.640112,2023-01-31 16:28:58.749078,0 days 00:00:00.108966,3,7800,8.632613246378517,92,FAIL
79,,2023-01-31 16:28:58.749290,2023-01-31 16:28:58.847515,0 days 00:00:00.098225,8,1800,8.392661617809058,1216,FAIL
80,,2023-01-31 16:28:58.847719,2023-01-31 16:28:58.938583,0 days 00:00:00.090864,1,6800,11.818519513758773,1393,FAIL
81,,2023-01-31 16:28:58.938782,2023-01-31 16:28:59.034458,0 days 00:00:00.095676,3,4400,0.29461796579162924,881,FAIL
82,,2023-01-31 16:28:59.034662,2023-01-31 16:28:59.126768,0 days 00:00:00.092106,8,2900,5.4681045947054505,1183,FAIL
83,,2023-01-31 16:28:59.126984,2023-01-31 16:28:59.216996,0 days 00:00:00.090012,1,200,2.115605618093343,543,FAIL
84,,2023-01-31 16:28:59.217212,2023-01-31 16:28:59.310913,0 days 00:00:00.093701,7,500,4.210945676904542,1307,FAIL
85,,2023-01-31 16:28:59.311126,2023-01-31 16:28:59.407760,0 days 00:00:00.096634,10,5600,7.821932762251251,1202,FAIL
86,,2023-01-31 16:28:59.407962,2023-01-31 16:28:59.503390,0 days 00:00:00.095428,9,2200,1.9720041740783971,1210,FAIL
87,,2023-01-31 16:28:59.503597,2023-01-31 16:28:59.592830,0 days 00:00:00.089233,15,3900,9.21488872019352,349,FAIL
88,,2023-01-31 16:28:59.593037,2023-01-31 16:28:59.687068,0 days 00:00:00.094031,10,5400,4.404659510389936,1436,FAIL
89,,2023-01-31 16:28:59.687298,2023-01-31 16:28:59.782622,0 days 00:00:00.095324,-1,3100,1.0870381730820688,1370,FAIL
90,,2023-01-31 16:28:59.782840,2023-01-31 16:28:59.875565,0 days 00:00:00.092725,-1,9900,9.122257648723375,1203,FAIL
91,,2023-01-31 16:28:59.875788,2023-01-31 16:28:59.979821,0 days 00:00:00.104033,5,3200,3.920129531324834,1479,FAIL
92,,2023-01-31 16:28:59.980028,2023-01-31 16:29:00.087632,0 days 00:00:00.107604,0,9200,2.735754920194995,380,FAIL
93,,2023-01-31 16:29:00.087859,2023-01-31 16:29:00.182767,0 days 00:00:00.094908,2,9700,14.064324082946012,494,FAIL
94,,2023-01-31 16:29:00.182981,2023-01-31 16:29:00.275805,0 days 00:00:00.092824,2,7200,6.0643794176842345,288,FAIL
95,,2023-01-31 16:29:00.276019,2023-01-31 16:29:00.374110,0 days 00:00:00.098091,9,2100,4.763812207740235,1371,FAIL
96,,2023-01-31 16:29:00.374311,2023-01-31 16:29:00.481863,0 days 00:00:00.107552,5,400,8.598594023952943,830,FAIL
97,,2023-01-31 16:29:00.482084,2023-01-31 16:29:00.592883,0 days 00:00:00.110799,6,6700,0.5900524918672528,382,FAIL
98,,2023-01-31 16:29:00.593097,2023-01-31 16:29:00.693873,0 days 00:00:00.100776,3,1300,5.471876165255009,1080,FAIL
99,,2023-01-31 16:29:00.694088,2023-01-31 16:29:00.789228,0 days 00:00:00.095140,2,8400,14.952542907493354,994,FAIL
