number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
0,0.45,2023-01-31 16:29:44.959233,2023-01-31 16:29:45.254199,0 days 00:00:00.294966,10,2100,6.235754714409522,67,COMPLETE
1,0.45,2023-01-31 16:29:45.254439,2023-01-31 16:29:45.367935,0 days 00:00:00.113496,15,200,9.48104762312855,578,COMPLETE
2,0.45,2023-01-31 16:29:45.368162,2023-01-31 16:29:45.461354,0 days 00:00:00.093192,8,600,10.474779209722803,71,COMPLETE
3,0.45,2023-01-31 16:29:45.461580,2023-01-31 16:29:45.545656,0 days 00:00:00.084076,7,300,1.1105360117010705,665,COMPLETE
4,0.45,2023-01-31 16:29:45.545839,2023-01-31 16:29:45.640153,0 days 00:00:00.094314,13,3100,5.8036430900889,212,COMPLETE
5,0.45,2023-01-31 16:29:45.640347,2023-01-31 16:29:45.733337,0 days 00:00:00.092990,6,9500,10.132718129068914,270,COMPLETE
6,0.45,2023-01-31 16:29:45.733520,2023-01-31 16:29:45.818636,0 days 00:00:00.085116,1,4000,5.789986385643405,1487,COMPLETE
7,0.45,2023-01-31 16:29:45.818805,2023-01-31 16:29:45.904044,0 days 00:00:00.085239,11,5600,14.33907093774698,873,COMPLETE
8,0.45,2023-01-31 16:29:45.904236,2023-01-31 16:29:45.986447,0 days 00:00:00.082211,15,8900,9.318546218739403,98,COMPLETE
9,0.45,2023-01-31 16:29:45.986671,2023-01-31 16:29:46.078358,0 days 00:00:00.091687,1,5000,0.3129813050118546,889,COMPLETE
10,0.45,2023-01-31 16:29:46.078559,2023-01-31 16:29:46.183521,0 days 00:00:00.104962,9,2500,3.86815473542649,1298,COMPLETE
11,0.45,2023-01-31 16:29:46.183747,2023-01-31 16:29:46.275812,0 days 00:00:00.092065,15,1500,7.51480211869361,496,COMPLETE
12,0.45,2023-01-31 16:29:46.276020,2023-01-31 16:29:46.373589,0 days 00:00:00.097569,11,1900,12.456556362654084,484,COMPLETE
13,0.45,2023-01-31 16:29:46.373783,2023-01-31 16:29:46.471380,0 days 00:00:00.097597,4,6700,7.900880788889447,1087,COMPLETE
