number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
14,0.0,2023-01-31 15:56:20.260951,2023-01-31 15:56:20.499312,0 days 00:00:00.238361,5,2300,8.726742165281703,610,COMPLETE
15,0.0,2023-01-31 15:56:20.500309,2023-01-31 15:56:20.611012,0 days 00:00:00.110703,2,1200,11.764945946097779,309,COMPLETE
16,0.0,2023-01-31 15:56:20.612010,2023-01-31 15:56:20.739667,0 days 00:00:00.127657,11,200,4.784093443071264,1475,COMPLETE
17,0.0,2023-01-31 15:56:20.740665,2023-01-31 15:56:20.852366,0 days 00:00:00.111701,5,4800,8.871930745940547,678,COMPLETE
18,0.0,2023-01-31 15:56:20.854364,2023-01-31 15:56:20.971047,0 days 00:00:00.116683,2,1200,11.668039942349742,346,COMPLETE
19,0.0,2023-01-31 15:56:20.972045,2023-01-31 15:56:21.111672,0 days 00:00:00.139627,10,300,4.579177154519483,1498,COMPLETE
20,0.0,2023-01-31 15:56:21.114675,2023-01-31 15:56:21.260273,0 days 00:00:00.145598,0,7400,7.730514448685061,730,COMPLETE
21,0.0,2023-01-31 15:56:21.261271,2023-01-31 15:56:21.400896,0 days 00:00:00.139625,3,4500,11.16977673530153,716,COMPLETE
22,0.0,2023-01-31 15:56:21.401895,2023-01-31 15:56:21.570444,0 days 00:00:00.168549,10,800,10.633308721834112,1495,COMPLETE
23,0.0,2023-01-31 15:56:21.572437,2023-01-31 15:56:21.741982,0 days 00:00:00.169545,-1,7700,7.153356192209802,794,COMPLETE
24,0.0,2023-01-31 15:56:21.745973,2023-01-31 15:56:21.862658,0 days 00:00:00.116685,0,7100,12.982071533426746,703,COMPLETE
25,0.0,2023-01-31 15:56:21.863658,2023-01-31 15:56:21.979346,0 days 00:00:00.115688,3,3500,10.512750198210444,1356,COMPLETE
26,0.0,2023-01-31 15:56:21.980343,2023-01-31 15:56:22.107004,0 days 00:00:00.126661,-1,10000,7.058741810630032,832,COMPLETE
27,0.0,2023-01-31 15:56:22.108001,2023-01-31 15:56:22.250618,0 days 00:00:00.142617,0,7600,12.602328824372169,833,COMPLETE
28,0.0,2023-01-31 15:56:22.251617,2023-01-31 15:56:22.363318,0 days 00:00:00.111701,4,5800,13.48344636073771,1339,COMPLETE
29,0.0,2023-01-31 15:56:22.365332,2023-01-31 15:56:22.487983,0 days 00:00:00.122651,7,2700,10.341139068298423,1126,COMPLETE
30,0.0,2023-01-31 15:56:22.488980,2023-01-31 15:56:22.603673,0 days 00:00:00.114693,1,9900,14.811897750682466,924,COMPLETE
31,0.0,2023-01-31 15:56:22.605673,2023-01-31 15:56:22.732328,0 days 00:00:00.126655,1,5400,13.063044520885043,1008,COMPLETE
32,0.0,2023-01-31 15:56:22.733325,2023-01-31 15:56:22.865969,0 days 00:00:00.132644,6,6500,14.186746051657295,1165,COMPLETE
33,0.0,2023-01-31 15:56:22.866968,2023-01-31 15:56:23.012577,0 days 00:00:00.145609,7,3000,14.676761740756493,1146,COMPLETE
34,0.0,2023-01-31 15:56:23.015569,2023-01-31 15:56:23.131259,0 days 00:00:00.115690,1,2300,12.470349379940192,1005,COMPLETE
35,0.0,2023-01-31 15:56:23.133253,2023-01-31 15:56:23.252932,0 days 00:00:00.119679,3,4700,8.05483604632088,481,COMPLETE
36,0.0,2023-01-31 15:56:23.255953,2023-01-31 15:56:23.377598,0 days 00:00:00.121645,9,700,10.478597458794876,638,COMPLETE
37,0.0,2023-01-31 15:56:23.378596,2023-01-31 15:56:23.583049,0 days 00:00:00.204453,13,1900,8.073726398005835,435,COMPLETE
38,0.0,2023-01-31 15:56:23.587038,2023-01-31 15:56:23.762567,0 days 00:00:00.175529,-1,8300,11.090159098010172,795,COMPLETE
39,0.0,2023-01-31 15:56:23.765563,2023-01-31 15:56:23.967021,0 days 00:00:00.201458,9,4400,6.655719797004954,901,COMPLETE
40,0.0,2023-01-31 15:56:23.969015,2023-01-31 15:56:24.203390,0 days 00:00:00.234375,0,6900,6.081239934680092,1237,COMPLETE
41,0.0,2023-01-31 15:56:24.205385,2023-01-31 15:56:24.400857,0 days 00:00:00.195472,-1,3600,10.169444421728299,1408,COMPLETE
42,0.0,2023-01-31 15:56:24.401862,2023-01-31 15:56:24.599325,0 days 00:00:00.197463,-1,10000,5.5474209474819975,775,COMPLETE
43,0.0,2023-01-31 15:56:24.601323,2023-01-31 15:56:24.798793,0 days 00:00:00.197470,2,8600,6.780332494407913,582,COMPLETE
44,0.0,2023-01-31 15:56:24.799788,2023-01-31 15:56:24.969334,0 days 00:00:00.169546,0,7800,12.502792879361053,844,COMPLETE
45,0.0,2023-01-31 15:56:24.971331,2023-01-31 15:56:25.121924,0 days 00:00:00.150593,4,9500,12.88449541222856,1068,COMPLETE
46,0.0,2023-01-31 15:56:25.124918,2023-01-31 15:56:25.355301,0 days 00:00:00.230383,4,5600,9.533962684379695,1412,COMPLETE
47,0.0,2023-01-31 15:56:25.357296,2023-01-31 15:56:25.573715,0 days 00:00:00.216419,4,6000,13.92373337397797,1314,COMPLETE
48,0.0,2023-01-31 15:56:25.575709,2023-01-31 15:56:25.769192,0 days 00:00:00.193483,7,3000,12.14815016043752,1102,COMPLETE
49,0.0,2023-01-31 15:56:25.770188,2023-01-31 15:56:25.935744,0 days 00:00:00.165556,2,2400,13.620127137315416,975,COMPLETE
