number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
0,0.0,2023-01-31 14:37:30.709605,2023-01-31 14:37:31.006274,0 days 00:00:00.296669,15,4900,5.3684737180526545,372,COMPLETE
1,0.0,2023-01-31 14:37:31.006470,2023-01-31 14:37:31.102198,0 days 00:00:00.095728,-1,1300,3.591351380925116,622,COMPLETE
2,0.0,2023-01-31 14:37:31.102369,2023-01-31 14:37:31.186733,0 days 00:00:00.084364,4,5800,10.418164413693471,929,COMPLETE
3,0.0,2023-01-31 14:37:31.186904,2023-01-31 14:37:31.259709,0 days 00:00:00.072805,11,800,8.025846652538052,682,COMPLETE
4,0.0,2023-01-31 14:37:31.259870,2023-01-31 14:37:31.327311,0 days 00:00:00.067441,6,3200,11.712615381765893,1062,COMPLETE
5,0.0,2023-01-31 14:37:31.327451,2023-01-31 14:37:31.403033,0 days 00:00:00.075582,4,200,6.0516143689799575,674,COMPLETE
6,0.0,2023-01-31 14:37:31.403185,2023-01-31 14:37:31.475628,0 days 00:00:00.072443,15,1800,13.446096120208383,1066,COMPLETE
7,0.0,2023-01-31 14:37:31.475780,2023-01-31 14:37:31.548495,0 days 00:00:00.072715,14,5800,1.773666430171772,507,COMPLETE
8,0.0,2023-01-31 14:37:31.548680,2023-01-31 14:37:31.620789,0 days 00:00:00.072109,7,2600,14.398571825636614,990,COMPLETE
9,0.0,2023-01-31 14:37:31.620951,2023-01-31 14:37:31.696941,0 days 00:00:00.075990,2,3600,10.518720320769036,434,COMPLETE
10,0.0,2023-01-31 14:37:31.697097,2023-01-31 14:37:31.780297,0 days 00:00:00.083200,11,8800,0.772771600928051,76,COMPLETE
11,0.0,2023-01-31 14:37:31.780467,2023-01-31 14:37:31.859733,0 days 00:00:00.079266,-1,8300,3.8413913568471303,243,COMPLETE
12,0.0,2023-01-31 14:37:31.859884,2023-01-31 14:37:31.936512,0 days 00:00:00.076628,-1,7200,4.64383960475514,1439,COMPLETE
13,0.0,2023-01-31 14:37:31.936662,2023-01-31 14:37:32.015184,0 days 00:00:00.078522,10,4500,2.635169593675848,378,COMPLETE
14,0.0,2023-01-31 14:37:32.015354,2023-01-31 14:37:32.088157,0 days 00:00:00.072803,9,7100,6.823989973276207,20,COMPLETE
15,0.0,2023-01-31 14:37:32.088296,2023-01-31 14:37:32.164895,0 days 00:00:00.076599,13,4600,0.25760127960820967,577,COMPLETE
16,0.0,2023-01-31 14:37:32.165034,2023-01-31 14:37:32.239527,0 days 00:00:00.074493,2,2100,4.112431384418866,280,COMPLETE
17,0.0,2023-01-31 14:37:32.239681,2023-01-31 14:37:32.315305,0 days 00:00:00.075624,8,3800,5.5468776085227685,852,COMPLETE
18,0.0,2023-01-31 14:37:32.315463,2023-01-31 14:37:32.393553,0 days 00:00:00.078090,1,9600,2.681964830462883,1486,COMPLETE
19,0.0,2023-01-31 14:37:32.393722,2023-01-31 14:37:32.485156,0 days 00:00:00.091434,5,1300,7.372498053149945,1259,COMPLETE
