number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
20,0.0,2023-01-31 14:37:32.485337,2023-01-31 14:37:32.568047,0 days 00:00:00.082710,13,5700,8.378527901065596,217,COMPLETE
21,0.0,2023-01-31 14:37:32.568220,2023-01-31 14:37:32.643612,0 days 00:00:00.075392,4,7000,9.446886194468323,849,COMPLETE
22,0.0,2023-01-31 14:37:32.643757,2023-01-31 14:37:32.717764,0 days 00:00:00.074007,1,5800,5.549098738970317,812,COMPLETE
23,0.0,2023-01-31 14:37:32.717922,2023-01-31 14:37:32.792017,0 days 00:00:00.074095,3,4900,6.664988620458695,599,COMPLETE
24,0.0,2023-01-31 14:37:32.792180,2023-01-31 14:37:32.875495,0 days 00:00:00.083315,0,6400,8.778809377571758,939,COMPLETE
25,0.0,2023-01-31 14:37:32.875652,2023-01-31 14:37:32.965366,0 days 00:00:00.089714,6,8100,4.97217305807223,1198,COMPLETE
26,0.0,2023-01-31 14:37:32.965548,2023-01-31 14:37:33.062585,0 days 00:00:00.097037,8,2800,3.200374968919676,751,COMPLETE
27,0.0,2023-01-31 14:37:33.062809,2023-01-31 14:37:33.164445,0 days 00:00:00.101636,3,4000,10.017948856135133,365,COMPLETE
28,0.0,2023-01-31 14:37:33.164618,2023-01-31 14:37:33.265150,0 days 00:00:00.100532,12,5300,7.456340363674252,489,COMPLETE
29,0.0,2023-01-31 14:37:33.265321,2023-01-31 14:37:33.361814,0 days 00:00:00.096493,10,600,6.48033199342674,678,COMPLETE
30,0.0,2023-01-31 14:37:33.361989,2023-01-31 14:37:33.450263,0 days 00:00:00.088274,1,1400,7.927736287844177,153,COMPLETE
31,0.0,2023-01-31 14:37:33.450448,2023-01-31 14:37:33.540202,0 days 00:00:00.089754,15,1000,11.458364574779623,687,COMPLETE
32,0.0,2023-01-31 14:37:33.540385,2023-01-31 14:37:33.617315,0 days 00:00:00.076930,12,500,9.125873690632455,593,COMPLETE
33,0.0,2023-01-31 14:37:33.617456,2023-01-31 14:37:33.700455,0 days 00:00:00.082999,6,2300,5.817057339068267,1116,COMPLETE
34,0.0,2023-01-31 14:37:33.700633,2023-01-31 14:37:33.797388,0 days 00:00:00.096755,14,200,12.04440090789005,934,COMPLETE
35,0.0,2023-01-31 14:37:33.797556,2023-01-31 14:37:33.900418,0 days 00:00:00.102862,15,3400,7.402131928142143,726,COMPLETE
36,0.0,2023-01-31 14:37:33.900606,2023-01-31 14:37:34.024001,0 days 00:00:00.123395,11,3000,8.433289326981082,484,COMPLETE
37,0.0,2023-01-31 14:37:34.024174,2023-01-31 14:37:34.116454,0 days 00:00:00.092280,7,1700,4.5828260709096185,1002,COMPLETE
38,0.0,2023-01-31 14:37:34.116625,2023-01-31 14:37:34.212375,0 days 00:00:00.095750,4,4200,10.001544862343115,323,COMPLETE
39,0.0,2023-01-31 14:37:34.212523,2023-01-31 14:37:34.297049,0 days 00:00:00.084526,9,6600,1.9239942675375117,550,COMPLETE
40,0.0,2023-01-31 14:37:34.297215,2023-01-31 14:37:34.376106,0 days 00:00:00.078891,5,900,6.10216929426442,406,COMPLETE
41,0.0,2023-01-31 14:37:34.376288,2023-01-31 14:37:34.453864,0 days 00:00:00.077576,8,3200,13.426086032873366,1083,COMPLETE
42,0.0,2023-01-31 14:37:34.454008,2023-01-31 14:37:34.535876,0 days 00:00:00.081868,6,2300,11.55442465353167,1165,COMPLETE
43,0.0,2023-01-31 14:37:34.536057,2023-01-31 14:37:34.626279,0 days 00:00:00.090222,-1,5400,10.612032783376474,1311,COMPLETE
44,0.0,2023-01-31 14:37:34.626450,2023-01-31 14:37:34.705245,0 days 00:00:00.078795,5,1700,12.746265830856801,936,COMPLETE
45,0.0,2023-01-31 14:37:34.705411,2023-01-31 14:37:34.797966,0 days 00:00:00.092555,10,4300,10.873167233025345,817,COMPLETE
46,0.0,2023-01-31 14:37:34.798137,2023-01-31 14:37:34.881827,0 days 00:00:00.083690,14,6200,3.927037198211508,1014,COMPLETE
47,0.0,2023-01-31 14:37:34.882000,2023-01-31 14:37:34.968821,0 days 00:00:00.086821,7,7600,9.59825704876451,643,COMPLETE
48,0.0,2023-01-31 14:37:34.969042,2023-01-31 14:37:35.056248,0 days 00:00:00.087206,3,3500,8.227686638610901,908,COMPLETE
49,0.0,2023-01-31 14:37:35.056418,2023-01-31 14:37:35.141475,0 days 00:00:00.085057,0,4900,14.95936743372011,1350,COMPLETE
