number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
0,0.0,2023-01-31 14:41:10.219485,2023-01-31 14:41:10.523142,0 days 00:00:00.303657,15,9400,3.437570258210905,1464,COMPLETE
1,0.0,2023-01-31 14:41:10.523338,2023-01-31 14:41:10.626490,0 days 00:00:00.103152,-1,1100,10.93783808086518,374,COMPLETE
2,0.0,2023-01-31 14:41:10.626649,2023-01-31 14:41:10.721544,0 days 00:00:00.094895,11,9100,4.902939532565993,1472,COMPLETE
3,0.0,2023-01-31 14:41:10.721698,2023-01-31 14:41:10.801376,0 days 00:00:00.079678,7,4600,0.40824201275560246,1146,COMPLETE
4,0.0,2023-01-31 14:41:10.801534,2023-01-31 14:41:10.886010,0 days 00:00:00.084476,-1,600,9.829019353617806,913,COMPLETE
5,0.0,2023-01-31 14:41:10.886172,2023-01-31 14:41:10.963930,0 days 00:00:00.077758,8,2800,14.123584281351855,1020,COMPLETE
6,0.0,2023-01-31 14:41:10.964090,2023-01-31 14:41:11.034916,0 days 00:00:00.070826,12,3300,3.825578883119613,1351,COMPLETE
7,0.0,2023-01-31 14:41:11.035080,2023-01-31 14:41:11.106791,0 days 00:00:00.071711,3,800,3.1469830701678685,1345,COMPLETE
8,0.0,2023-01-31 14:41:11.106948,2023-01-31 14:41:11.179615,0 days 00:00:00.072667,15,5000,1.053334205921761,451,COMPLETE
9,0.0,2023-01-31 14:41:11.179760,2023-01-31 14:41:11.250752,0 days 00:00:00.070992,12,3300,11.12978399570871,1339,COMPLETE
10,0.0,2023-01-31 14:41:11.250906,2023-01-31 14:41:11.332382,0 days 00:00:00.081476,15,9900,6.540407199098546,698,COMPLETE
11,0.0,2023-01-31 14:41:11.332543,2023-01-31 14:41:11.408210,0 days 00:00:00.075667,-1,7500,8.01088269417307,41,COMPLETE
