number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
0,0.0,2023-01-31 14:10:18.169023,2023-01-31 14:10:18.469554,0 days 00:00:00.300531,13,8800,8.98139955151922,1248,COMPLETE
1,0.0,2023-01-31 14:10:18.469658,2023-01-31 14:10:18.557430,0 days 00:00:00.087772,3,5100,14.262845291055354,76,COMPLETE
2,0.0,2023-01-31 14:10:18.557522,2023-01-31 14:10:18.648760,0 days 00:00:00.091238,6,9900,6.956164914087935,150,COMPLETE
3,0.0,2023-01-31 14:10:18.648842,2023-01-31 14:10:18.718207,0 days 00:00:00.069365,6,2100,14.2867175206974,44,COMPLETE
4,0.0,2023-01-31 14:10:18.718280,2023-01-31 14:10:18.791178,0 days 00:00:00.072898,9,9700,10.002008195036828,402,COMPLETE
