number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,state
17,0.0,2023-01-31 14:38:29.249994,2023-01-31 14:38:29.327668,0 days 00:00:00.077674,2,3100,6.559794567785238,738,COMPLETE
18,0.0,2023-01-31 14:38:29.327838,2023-01-31 14:38:29.400326,0 days 00:00:00.072488,7,5500,2.9503817370100123,495,COMPLETE
19,0.0,2023-01-31 14:38:29.400471,2023-01-31 14:38:29.473438,0 days 00:00:00.072967,0,8300,12.112910368603423,1187,COMPLETE
20,0.0,2023-01-31 14:38:29.473581,2023-01-31 14:38:29.548502,0 days 00:00:00.074921,9,7500,9.03691815941296,846,COMPLETE
21,0.0,2023-01-31 14:38:29.548666,2023-01-31 14:38:29.624631,0 days 00:00:00.075965,-1,300,0.9567504325906325,1054,COMPLETE
22,0.0,2023-01-31 14:38:29.624775,2023-01-31 14:38:29.701815,0 days 00:00:00.077040,-1,2000,0.3896902091267629,1095,COMPLETE
23,0.0,2023-01-31 14:38:29.701968,2023-01-31 14:38:29.777538,0 days 00:00:00.075570,2,1300,2.579848562117139,887,COMPLETE
24,0.0,2023-01-31 14:38:29.777687,2023-01-31 14:38:29.854040,0 days 00:00:00.076353,3,3000,1.2501255956483357,638,COMPLETE
25,0.0,2023-01-31 14:38:29.854210,2023-01-31 14:38:29.931214,0 days 00:00:00.077004,0,2800,0.004508819592215496,1370,COMPLETE
26,0.0,2023-01-31 14:38:29.931372,2023-01-31 14:38:30.011428,0 days 00:00:00.080056,5,1100,3.959241000308369,418,COMPLETE
27,0.0,2023-01-31 14:38:30.011600,2023-01-31 14:38:30.091726,0 days 00:00:00.080126,2,4700,1.9257555404404063,651,COMPLETE
28,0.0,2023-01-31 14:38:30.091878,2023-01-31 14:38:30.167989,0 days 00:00:00.076111,0,200,1.7930817733152518,269,COMPLETE
29,0.0,2023-01-31 14:38:30.168156,2023-01-31 14:38:30.243046,0 days 00:00:00.074890,1,1200,4.258337478091744,1396,COMPLETE
30,0.0,2023-01-31 14:38:30.243195,2023-01-31 14:38:30.317431,0 days 00:00:00.074236,3,3500,3.6868723831110337,842,COMPLETE
31,0.0,2023-01-31 14:38:30.317580,2023-01-31 14:38:30.395092,0 days 00:00:00.077512,4,1000,10.804764352184407,1486,COMPLETE
32,0.0,2023-01-31 14:38:30.395258,2023-01-31 14:38:30.471130,0 days 00:00:00.075872,1,2200,5.1333627743004175,1117,COMPLETE
33,0.0,2023-01-31 14:38:30.471310,2023-01-31 14:38:30.547690,0 days 00:00:00.076380,-1,9200,5.883896989480441,1293,COMPLETE
34,0.0,2023-01-31 14:38:30.547824,2023-01-31 14:38:30.624346,0 days 00:00:00.076522,0,1600,1.8167426615283138,922,COMPLETE
35,0.0,2023-01-31 14:38:30.624507,2023-01-31 14:38:30.701798,0 days 00:00:00.077291,2,700,12.895302113226512,436,COMPLETE
36,0.0,2023-01-31 14:38:30.701947,2023-01-31 14:38:30.777180,0 days 00:00:00.075233,1,2500,0.8228209197452004,326,COMPLETE
37,0.0,2023-01-31 14:38:30.777344,2023-01-31 14:38:30.856617,0 days 00:00:00.079273,6,1700,14.788997160102557,1011,COMPLETE
38,0.0,2023-01-31 14:38:30.856762,2023-01-31 14:38:30.942173,0 days 00:00:00.085411,11,700,5.049290678211943,1500,COMPLETE
39,0.0,2023-01-31 14:38:30.942342,2023-01-31 14:38:31.021390,0 days 00:00:00.079048,4,3700,7.519406532386632,594,COMPLETE
40,0.0,2023-01-31 14:38:31.021555,2023-01-31 14:38:31.103386,0 days 00:00:00.081831,1,6700,10.290760506848152,230,COMPLETE
41,0.0,2023-01-31 14:38:31.103545,2023-01-31 14:38:31.180617,0 days 00:00:00.077072,5,9700,3.3181919410891254,1369,COMPLETE
42,0.0,2023-01-31 14:38:31.180769,2023-01-31 14:38:31.261557,0 days 00:00:00.080788,3,8800,2.209767058452784,1288,COMPLETE
43,0.0,2023-01-31 14:38:31.261714,2023-01-31 14:38:31.343146,0 days 00:00:00.081432,6,9400,1.3281096503860934,1425,COMPLETE
44,0.0,2023-01-31 14:38:31.343304,2023-01-31 14:38:31.425447,0 days 00:00:00.082143,0,7800,4.595332551584995,1290,COMPLETE
45,0.0,2023-01-31 14:38:31.425584,2023-01-31 14:38:31.502099,0 days 00:00:00.076515,4,5700,3.509737986113464,695,COMPLETE
46,0.0,2023-01-31 14:38:31.502256,2023-01-31 14:38:31.581752,0 days 00:00:00.079496,7,8100,6.407024790070249,1140,COMPLETE
47,0.0,2023-01-31 14:38:31.581884,2023-01-31 14:38:31.664206,0 days 00:00:00.082322,-1,10000,7.984529160217537,972,COMPLETE
48,0.0,2023-01-31 14:38:31.664375,2023-01-31 14:38:31.747132,0 days 00:00:00.082757,2,4900,2.5377105279374685,44,COMPLETE
49,0.0,2023-01-31 14:38:31.747282,2023-01-31 14:38:31.828168,0 days 00:00:00.080886,12,7300,0.5535208580261175,507,COMPLETE
