number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
18,0.9862068965517242,2023-02-01 01:09:35.806954,2023-02-01 01:09:36.369737,0 days 00:00:00.562783,4,5,18,COMPLETE
19,0.9862068965517242,2023-02-01 01:09:36.369936,2023-02-01 01:09:37.327055,0 days 00:00:00.957119,12,4,66,COMPLETE
20,0.9862068965517242,2023-02-01 01:09:37.327270,2023-02-01 01:09:38.310574,0 days 00:00:00.983304,19,5,43,COMPLETE
21,0.9862068965517242,2023-02-01 01:09:38.310780,2023-02-01 01:09:39.298098,0 days 00:00:00.987318,19,5,75,COMPLETE
22,0.9862068965517242,2023-02-01 01:09:39.298317,2023-02-01 01:09:40.288982,0 days 00:00:00.990665,18,5,81,COMPLETE
23,0.9862068965517242,2023-02-01 01:09:40.289199,2023-02-01 01:09:41.278956,0 days 00:00:00.989757,20,5,70,COMPLETE
24,0.9862068965517242,2023-02-01 01:09:41.279166,2023-02-01 01:09:42.244974,0 days 00:00:00.965808,15,4,94,COMPLETE
25,0.9862068965517242,2023-02-01 01:09:42.245169,2023-02-01 01:09:43.234239,0 days 00:00:00.989070,14,5,81,COMPLETE
26,0.9862068965517242,2023-02-01 01:09:43.234457,2023-02-01 01:09:44.169329,0 days 00:00:00.934872,10,4,100,COMPLETE
27,0.9862068965517242,2023-02-01 01:09:44.169547,2023-02-01 01:09:45.168239,0 days 00:00:00.998692,17,5,87,COMPLETE
28,0.9862068965517242,2023-02-01 01:09:45.168455,2023-02-01 01:09:46.202097,0 days 00:00:01.033642,18,3,60,COMPLETE
29,0.9793103448275862,2023-02-01 01:09:46.202314,2023-02-01 01:09:47.138085,0 days 00:00:00.935771,16,2,78,COMPLETE
30,0.9862068965517242,2023-02-01 01:09:47.138294,2023-02-01 01:09:48.124463,0 days 00:00:00.986169,13,5,69,COMPLETE
31,0.9862068965517242,2023-02-01 01:09:48.124675,2023-02-01 01:09:49.094439,0 days 00:00:00.969764,16,4,83,COMPLETE
32,0.9862068965517242,2023-02-01 01:09:49.094631,2023-02-01 01:09:49.993999,0 days 00:00:00.899368,9,4,92,COMPLETE
33,0.9793103448275862,2023-02-01 01:09:49.994225,2023-02-01 01:09:50.926048,0 days 00:00:00.931823,18,2,76,COMPLETE
34,0.9862068965517242,2023-02-01 01:09:50.926257,2023-02-01 01:09:51.887842,0 days 00:00:00.961585,10,5,84,COMPLETE
35,0.9862068965517242,2023-02-01 01:09:51.888027,2023-02-01 01:09:52.853607,0 days 00:00:00.965580,16,4,73,COMPLETE
36,0.9862068965517242,2023-02-01 01:09:52.853836,2023-02-01 01:09:53.891280,0 days 00:00:01.037444,20,3,96,COMPLETE
37,0.9862068965517242,2023-02-01 01:09:53.891491,2023-02-01 01:09:54.924847,0 days 00:00:01.033356,11,5,65,COMPLETE
38,0.9862068965517242,2023-02-01 01:09:54.925056,2023-02-01 01:09:55.900352,0 days 00:00:00.975296,14,4,80,COMPLETE
39,0.9862068965517242,2023-02-01 01:09:55.900553,2023-02-01 01:09:56.941329,0 days 00:00:01.040776,19,5,88,COMPLETE
40,0.9862068965517242,2023-02-01 01:09:56.941545,2023-02-01 01:09:57.604772,0 days 00:00:00.663227,5,5,37,COMPLETE
41,0.9862068965517242,2023-02-01 01:09:57.604982,2023-02-01 01:09:58.541198,0 days 00:00:00.936216,9,3,61,COMPLETE
42,0.9862068965517242,2023-02-01 01:09:58.541428,2023-02-01 01:09:59.452522,0 days 00:00:00.911094,8,3,55,COMPLETE
43,0.9862068965517242,2023-02-01 01:09:59.452745,2023-02-01 01:10:00.477123,0 days 00:00:01.024378,13,3,73,COMPLETE
44,0.9862068965517242,2023-02-01 01:10:00.477340,2023-02-01 01:10:01.439711,0 days 00:00:00.962371,10,3,48,COMPLETE
45,0.9793103448275862,2023-02-01 01:10:01.439915,2023-02-01 01:10:02.365598,0 days 00:00:00.925683,8,2,63,COMPLETE
46,0.9862068965517242,2023-02-01 01:10:02.365790,2023-02-01 01:10:03.323050,0 days 00:00:00.957260,12,4,89,COMPLETE
47,0.9862068965517242,2023-02-01 01:10:03.323716,2023-02-01 01:10:04.203888,0 days 00:00:00.880172,7,5,70,COMPLETE
48,0.9862068965517242,2023-02-01 01:10:04.204094,2023-02-01 01:10:05.168453,0 days 00:00:00.964359,11,4,95,COMPLETE
49,0.9862068965517242,2023-02-01 01:10:05.168676,2023-02-01 01:10:06.156253,0 days 00:00:00.987577,17,5,78,COMPLETE
