number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
0,0.9793103448275862,2023-02-01 01:09:18.953812,2023-02-01 01:09:20.112635,0 days 00:00:01.158823,17,2,41,COMPLETE
1,0.9862068965517242,2023-02-01 01:09:20.112842,2023-02-01 01:09:21.142924,0 days 00:00:01.030082,16,5,93,COMPLETE
2,0.9862068965517242,2023-02-01 01:09:21.143121,2023-02-01 01:09:22.101630,0 days 00:00:00.958509,10,5,84,COMPLETE
3,0.9862068965517242,2023-02-01 01:09:22.101849,2023-02-01 01:09:23.105070,0 days 00:00:01.003221,20,5,75,COMPLETE
4,0.9793103448275862,2023-02-01 01:09:23.105258,2023-02-01 01:09:24.016216,0 days 00:00:00.910958,9,2,72,COMPLETE
5,0.9862068965517242,2023-02-01 01:09:24.016421,2023-02-01 01:09:24.977841,0 days 00:00:00.961420,16,4,82,COMPLETE
6,0.9862068965517242,2023-02-01 01:09:24.978039,2023-02-01 01:09:25.944652,0 days 00:00:00.966613,10,3,61,COMPLETE
7,0.9862068965517242,2023-02-01 01:09:25.944839,2023-02-01 01:09:26.906307,0 days 00:00:00.961468,20,4,77,COMPLETE
8,0.9862068965517242,2023-02-01 01:09:26.906503,2023-02-01 01:09:27.932041,0 days 00:00:01.025538,17,3,100,COMPLETE
9,0.9862068965517242,2023-02-01 01:09:27.932209,2023-02-01 01:09:28.697527,0 days 00:00:00.765318,6,4,66,COMPLETE
10,0.9862068965517242,2023-02-01 01:09:28.697737,2023-02-01 01:09:29.691598,0 days 00:00:00.993861,14,5,26,COMPLETE
11,0.9862068965517242,2023-02-01 01:09:29.691788,2023-02-01 01:09:30.123354,0 days 00:00:00.431566,3,5,97,COMPLETE
12,0.9862068965517242,2023-02-01 01:09:30.123566,2023-02-01 01:09:31.109614,0 days 00:00:00.986048,12,5,88,COMPLETE
13,0.9862068965517242,2023-02-01 01:09:31.109816,2023-02-01 01:09:32.091338,0 days 00:00:00.981522,13,5,51,COMPLETE
14,0.9862068965517242,2023-02-01 01:09:32.091527,2023-02-01 01:09:32.954141,0 days 00:00:00.862614,8,4,90,COMPLETE
15,0.9862068965517242,2023-02-01 01:09:32.954355,2023-02-01 01:09:33.940481,0 days 00:00:00.986126,15,5,52,COMPLETE
16,0.9862068965517242,2023-02-01 01:09:33.940700,2023-02-01 01:09:34.808049,0 days 00:00:00.867349,7,3,85,COMPLETE
17,0.9862068965517242,2023-02-01 01:09:34.808262,2023-02-01 01:09:35.806749,0 days 00:00:00.998487,11,4,92,COMPLETE
