number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_child_samples,params_num_leaves,state
30,0.6347826086956523,2023-01-31 21:04:39.689032,2023-01-31 21:04:40.671452,0 days 00:00:00.982420,14,3,89,COMPLETE
31,0.6782608695652174,2023-01-31 21:04:40.671657,2023-01-31 21:04:41.532724,0 days 00:00:00.861067,12,2,28,COMPLETE
32,0.6869565217391304,2023-01-31 21:04:41.532930,2023-01-31 21:04:42.514036,0 days 00:00:00.981106,13,2,31,COMPLETE
33,0.6695652173913043,2023-01-31 21:04:42.514251,2023-01-31 21:04:43.323330,0 days 00:00:00.809079,15,2,24,COMPLETE
34,0.6608695652173913,2023-01-31 21:04:43.323538,2023-01-31 21:04:43.888998,0 days 00:00:00.565460,10,2,15,COMPLETE
35,0.6434782608695653,2023-01-31 21:04:43.889215,2023-01-31 21:04:44.728414,0 days 00:00:00.839199,16,3,32,COMPLETE
36,0.6869565217391304,2023-01-31 21:04:44.728633,2023-01-31 21:04:45.735177,0 days 00:00:01.006544,13,2,38,COMPLETE
37,0.6347826086956523,2023-01-31 21:04:45.735375,2023-01-31 21:04:46.577180,0 days 00:00:00.841805,10,3,73,COMPLETE
38,0.6608695652173913,2023-01-31 21:04:46.577386,2023-01-31 21:04:47.534146,0 days 00:00:00.956760,11,2,62,COMPLETE
39,0.6869565217391304,2023-01-31 21:04:47.534361,2023-01-31 21:04:48.552942,0 days 00:00:01.018581,15,2,53,COMPLETE
40,0.6434782608695653,2023-01-31 21:04:48.553162,2023-01-31 21:04:49.398976,0 days 00:00:00.845814,17,3,96,COMPLETE
41,0.6869565217391304,2023-01-31 21:04:49.399171,2023-01-31 21:04:50.480335,0 days 00:00:01.081164,14,2,60,COMPLETE
42,0.6869565217391304,2023-01-31 21:04:50.480558,2023-01-31 21:04:51.611030,0 days 00:00:01.130472,15,2,66,COMPLETE
43,0.6869565217391304,2023-01-31 21:04:51.611265,2023-01-31 21:04:52.727406,0 days 00:00:01.116141,13,2,69,COMPLETE
44,0.6608695652173913,2023-01-31 21:04:52.727617,2023-01-31 21:04:53.871006,0 days 00:00:01.143389,11,2,56,COMPLETE
45,0.6782608695652174,2023-01-31 21:04:53.871227,2023-01-31 21:04:54.875658,0 days 00:00:01.004431,12,2,44,COMPLETE
46,0.6695652173913043,2023-01-31 21:04:54.875880,2023-01-31 21:04:55.558016,0 days 00:00:00.682136,14,2,23,COMPLETE
47,0.6434782608695653,2023-01-31 21:04:55.558243,2023-01-31 21:04:56.218657,0 days 00:00:00.660414,17,5,79,COMPLETE
48,0.6695652173913043,2023-01-31 21:04:56.218896,2023-01-31 21:04:57.199214,0 days 00:00:00.980318,8,2,49,COMPLETE
49,0.6434782608695653,2023-01-31 21:04:57.199424,2023-01-31 21:04:57.943980,0 days 00:00:00.744556,13,4,35,COMPLETE
